Location,Cuisines,Average_Cost_for_Two,Rating,Votes,Reviews,Delivery_Time
"Sector 3, Marathalli","North Indian, Chinese, Biryani",200.0,3.0,455.0,62.0,30.0
"Sector 14, Noida",Chinese,100.0,3.0,63.0,26.0,30.0
"Dockyard Road, Mumbai CST Area","North Indian, Chinese",250.0,3.0,63.0,26.0,30.0
Delhi University-GTB Nagar,"Cafe, Italian, North Indian, Chinese",400.0,4.0,387.0,220.0,45.0
"Sector 1, Noida","Biryani, Mughlai, Hyderabadi, Desserts",300.0,4.0,1327.0,527.0,120.0
"Sector 63A,Gurgaon","North Indian, Chinese, Beverages",200.0,3.0,26.0,21.0,30.0
"Laxman Vihar Industrial Area, Sector 3A, Gurgoan","Fast Food, Bakery",100.0,3.0,30.0,15.0,30.0
"Tiretti, Kolkata","Chinese, Italian, Continental",300.0,3.0,54.0,31.0,30.0
"Mico Layout, Stage 2, BTM Layout,Bangalore","Tea, Fast Food",100.0,3.0,13.0,3.0,30.0
"Nathan Road, Mangaldas Road, Pune","Mexican, Beverages",300.0,4.0,117.0,77.0,65.0
"Sector 1, Noida",South Indian,200.0,3.0,31.0,14.0,30.0
"Laxman Vihar Industrial Area, Sector 3A, Gurgoan","Burger, American, Fast Food",400.0,4.0,856.0,364.0,45.0
Pune University,"Chinese, Seafood",300.0,3.0,81.0,11.0,45.0
Majestic,"Andhra, Biryani, Chinese, North Indian, Seafood, South Indian",450.0,4.0,732.0,291.0,30.0
Pune University,Chinese,200.0,3.0,70.0,36.0,45.0
Delhi University-GTB Nagar,"Fast Food, Beverages",200.0,3.0,254.0,118.0,45.0
"MG Road, Pune","North Indian, Mughlai, Rolls",200.0,3.0,39.0,7.0,30.0
"Yerawada, Pune, Maharashtra","North Indian, Chinese, Street Food",250.0,3.0,16.0,7.0,45.0
"Sandhurst Road, Mumbai CST Area","Mughlai, North Indian, Chinese, Biryani",400.0,4.0,3346.0,1641.0,65.0
"Laxman Vihar Industrial Area, Sector 3A, Gurgoan","Burger, South Indian, Street Food",200.0,3.0,11.0,26.0,30.0
"Delhi High Court, India Gate","Raw Meats, Fast Food",250.0,3.0,43.0,29.0,65.0
"Rmz Centennial, I Gate, Whitefield","Beverages, Juices, Ice Cream",100.0,3.0,7.0,4.0,30.0
"Sector 1, Noida","Chinese, South Indian",200.0,3.0,178.0,67.0,45.0
"Sector 1, Noida",Bakery,100.0,3.0,19.0,7.0,45.0
"Rmz Centennial, I Gate, Whitefield","Mithai, Street Food",200.0,4.0,298.0,43.0,65.0
"Yerawada, Pune, Maharashtra",Fast Food,200.0,2.0,8.0,6.0,30.0
"Delhi High Court, India Gate","Beverages, Fast Food, Ice Cream",150.0,4.0,1597.0,887.0,45.0
"Nathan Road, Mangaldas Road, Pune","Seafood, Chinese, Fast Food, North Indian, Maharashtrian",200.0,3.0,8.0,4.0,30.0
Mumbai Central,Beverages,200.0,3.0,40.0,15.0,45.0
Majestic,"North Indian, Chinese",200.0,3.0,63.0,26.0,30.0
Pune University,"Cafe, Fast Food, Desserts, Beverages",200.0,2.0,77.0,26.0,45.0
"Sector 14, Noida","Bakery, Desserts",150.0,4.0,196.0,109.0,45.0
Delhi University-GTB Nagar,Fast Food,150.0,3.0,220.0,143.0,65.0
Pune University,"Biryani, North Indian",150.0,3.0,63.0,26.0,30.0
Mumbai Central,"Fast Food, Healthy Food, Sandwich, Salad",200.0,3.0,287.0,78.0,65.0
"Nathan Road, Mangaldas Road, Pune","North Indian, South Indian, Chinese",200.0,3.0,16.0,8.0,30.0
"Mico Layout, Stage 2, BTM Layout,Bangalore","North Indian, Chinese",150.0,3.0,104.0,40.0,30.0
"Sector 1, Noida","North Indian, Beverages",100.0,3.0,12.0,2.0,30.0
Delhi University-GTB Nagar,"Chinese, North Indian, Fast Food, Mughlai",250.0,3.0,106.0,60.0,30.0
"Sector 63A,Gurgaon","North Indian, Chinese",250.0,3.0,28.0,12.0,30.0
"Sector 1, Noida","Bakery, Desserts, Fast Food",200.0,4.0,363.0,228.0,45.0
"Sector 1, Noida","North Indian, Chinese",150.0,3.0,63.0,26.0,30.0
"Nathan Road, Mangaldas Road, Pune","Italian, Mexican, Salad, Beverages",600.0,4.0,917.0,385.0,45.0
"Raja Bazar, Kolkata",South Indian,150.0,3.0,20.0,10.0,30.0
"Tiretti, Kolkata",North Indian,100.0,3.0,57.0,13.0,45.0
Mumbai Central,"Chinese, North Indian, Thai, Fast Food, Seafood",400.0,3.0,149.0,74.0,80.0
Delhi University-GTB Nagar,"North Indian, Chinese",150.0,3.0,30.0,4.0,30.0
Majestic,Desserts,100.0,3.0,29.0,13.0,45.0
"Panjetan Colony, Malakpet, Hyderabad",South Indian,150.0,4.0,1008.0,245.0,45.0
"Chatta Bazaar, Malakpet, Hyderabad","North Indian, Chinese",300.0,3.0,51.0,17.0,30.0
"Delhi Administration Flats, Timarpur","Street Food, Chinese, Momos, Burger, Sandwich, Lebanese",100.0,4.0,63.0,26.0,45.0
"FTI College, Law College Road, Pune",Street Food,100.0,3.0,6.0,4.0,30.0
"Sector 1, Noida","Fast Food, Chinese, North Indian",250.0,3.0,46.0,28.0,30.0
"Delhi High Court, India Gate",Fast Food,300.0,4.0,244.0,158.0,30.0
"Babarpur, New Delhi, Delhi",North Indian,150.0,3.0,8.0,4.0,30.0
"Sector 3, Marathalli",Street Food,100.0,3.0,21.0,7.0,45.0
Mumbai Central,Fast Food,150.0,3.0,106.0,16.0,30.0
"Musi Nagar, Malakpet, Hyderabad","Mithai, Street Food",50.0,3.0,63.0,26.0,30.0
Delhi University-GTB Nagar,"North Indian, Chinese",200.0,3.0,7.0,26.0,30.0
Delhi University-GTB Nagar,North Indian,100.0,3.0,63.0,26.0,30.0
Pune University,"Arabian, Fast Food",250.0,3.0,220.0,140.0,45.0
"Sector 3, Marathalli","Beverages, Desserts",100.0,3.0,63.0,26.0,30.0
"Sector 14, Noida","Portuguese, Wraps, Burger, Salad",500.0,4.0,835.0,593.0,45.0
Delhi University-GTB Nagar,"Cafe, Fast Food",200.0,3.0,63.0,26.0,30.0
"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",North Indian,200.0,2.0,4.0,2.0,30.0
"Sector 14, Noida","Bengali, North Indian",300.0,3.0,78.0,38.0,45.0
"Rmz Centennial, I Gate, Whitefield",Fast Food,200.0,3.0,8.0,2.0,45.0
"Sector 14, Noida",Pizza,200.0,3.0,7.0,1.0,30.0
"Rmz Centennial, I Gate, Whitefield",Desserts,150.0,3.0,18.0,3.0,45.0
"Dockyard Road, Mumbai CST Area","North Indian, Chinese, Mughlai, Fast Food",300.0,4.0,2521.0,1150.0,65.0
"Delhi High Court, India Gate","North Indian, Biryani",200.0,3.0,63.0,26.0,30.0
Majestic,"North Indian, Fast Food",150.0,3.0,11.0,1.0,30.0
"Chandni Chowk, Kolkata","North Indian, South Indian, Chinese",300.0,4.0,798.0,346.0,30.0
"Yerawada, Pune, Maharashtra",Bakery,150.0,3.0,71.0,28.0,45.0
"D-Block, Sector 63, Noida","North Indian, Chinese",100.0,3.0,123.0,31.0,30.0
"Jaya Nagar, Saidabad, Hyderabad",South Indian,100.0,3.0,127.0,16.0,30.0
"Dockyard Road, Mumbai CST Area",Desserts,100.0,3.0,19.0,4.0,30.0
"Mico Layout, Stage 2, BTM Layout,Bangalore","Mexican, Continental, Italian, Chinese",300.0,3.0,218.0,132.0,45.0
Mumbai Central,"North Indian, Chinese, Mughlai",200.0,3.0,278.0,124.0,30.0
"Sector 63A,Gurgaon","North Indian, Chinese",250.0,3.0,22.0,13.0,30.0
"Mico Layout, Stage 2, BTM Layout,Bangalore","Fast Food, North Indian",200.0,3.0,89.0,52.0,45.0
"D-Block, Sector 63, Noida","North Indian, Mughlai",200.0,3.0,11.0,6.0,30.0
"Raja Bazar, Kolkata","Pizza, Burger, Rolls, Sandwich",100.0,3.0,9.0,4.0,30.0
"Sector 1, Noida","Wraps, Healthy Food, Sandwich, Salad",150.0,4.0,568.0,135.0,65.0
"Mico Layout, Stage 2, BTM Layout,Bangalore",Fast Food,100.0,3.0,42.0,13.0,45.0
"FTI College, Law College Road, Pune","Biryani, Mughlai, Kebab",100.0,3.0,63.0,26.0,30.0
"Babarpur, New Delhi, Delhi","Mithai, Pizza",150.0,3.0,4.0,1.0,30.0
"Mico Layout, Stage 2, BTM Layout,Bangalore",Rolls,100.0,3.0,25.0,5.0,30.0
"Raja Bazar, Kolkata","Coffee, Cafe, Fast Food, Desserts, Beverages",250.0,3.0,15.0,11.0,30.0
Mumbai Central,Fast Food,100.0,3.0,10.0,4.0,30.0
"Delhi High Court, India Gate","North Indian, Mughlai",350.0,3.0,23.0,8.0,45.0
Delhi Cantt.,North Indian,150.0,3.0,11.0,2.0,65.0
Majestic,"Bakery, Desserts, Beverages",200.0,4.0,148.0,69.0,45.0
Mumbai Central,"Biryani, Kebab, Mughlai",200.0,3.0,86.0,40.0,45.0
"Sector 1, Noida","North Indian, South Indian, Chinese",200.0,3.0,9.0,3.0,30.0
"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",Fast Food,100.0,3.0,27.0,7.0,30.0
Mumbai Central,"Fast Food, Desserts",200.0,3.0,70.0,44.0,30.0
Pune University,"Street Food, North Indian",100.0,3.0,27.0,7.0,30.0
"Sector 1, Noida",Mithai,50.0,2.0,28.0,11.0,30.0
"Rmz Centennial, I Gate, Whitefield",North Indian,300.0,3.0,228.0,86.0,30.0
"Sector 1, Noida",Biryani,300.0,3.0,63.0,26.0,30.0
"Sector 1, Noida","Fast Food, Salad, Beverages",100.0,3.0,12.0,2.0,30.0
"Yerawada, Pune, Maharashtra","Turkish, Healthy Food, Wraps",300.0,3.0,88.0,31.0,30.0
Delhi University-GTB Nagar,"Bakery, Desserts, Fast Food",200.0,4.0,1739.0,823.0,30.0
Delhi University-GTB Nagar,"North Indian, Mughlai",150.0,3.0,178.0,39.0,30.0
"Laxman Vihar Industrial Area, Sector 3A, Gurgoan","Bakery, Ice Cream, Fast Food",150.0,3.0,7.0,3.0,30.0
Mumbai Central,"Frozen Yogurt, Desserts",150.0,3.0,31.0,16.0,30.0
"Chatta Bazaar, Malakpet, Hyderabad","South Indian, Beverages",100.0,3.0,18.0,7.0,30.0
"Tejas Nagar Colony, Wadala West, Mumbai","Rolls, Fast Food",150.0,3.0,63.0,26.0,30.0
"D-Block, Sector 63, Noida",Biryani,150.0,3.0,65.0,36.0,65.0
"Chatta Bazaar, Malakpet, Hyderabad","Street Food, Juices, Desserts",100.0,3.0,99.0,24.0,30.0
"Rmz Centennial, I Gate, Whitefield","Mangalorean, North Indian, Chinese",200.0,3.0,20.0,9.0,30.0
"Sector 1, Noida","Rolls, Momos",150.0,3.0,23.0,10.0,30.0
"Laxman Vihar Industrial Area, Sector 3A, Gurgoan","Asian, Chinese, Sushi, Thai, Japanese, Poké",400.0,4.0,567.0,348.0,45.0
"MG Road, Pune","Pizza, Italian",250.0,4.0,29.0,20.0,30.0
Mumbai Central,Chinese,1000.0,4.0,687.0,274.0,30.0
Mumbai Central,"Italian, Fast Food",300.0,3.0,82.0,47.0,45.0
Pune University,Desserts,150.0,4.0,584.0,343.0,45.0
"Sector 63A,Gurgaon","North Indian, Chinese",600.0,3.0,638.0,419.0,65.0
Mumbai Central,"North Indian, Continental, Chinese, Italian, Mexican",600.0,3.0,544.0,195.0,45.0
"Sector 1, Noida","Beverages, Rolls, Biryani, BBQ",200.0,4.0,276.0,72.0,45.0
Delhi University-GTB Nagar,Street Food,100.0,3.0,138.0,50.0,45.0
"Laxman Vihar Industrial Area, Sector 3A, Gurgoan","North Indian, Mughlai, Chinese",400.0,3.0,316.0,156.0,45.0
"D-Block, Sector 63, Noida","Bakery, Fast Food",150.0,3.0,63.0,26.0,30.0
Delhi University-GTB Nagar,"North Indian, Chinese, Ice Cream",200.0,3.0,71.0,47.0,30.0
"D-Block, Sector 63, Noida","Burger, Fast Food",150.0,3.0,419.0,195.0,45.0
"MG Road, Pune","North Indian, Chinese, Street Food",150.0,2.0,63.0,26.0,30.0
"Mico Layout, Stage 2, BTM Layout,Bangalore","North Indian, Biryani",250.0,3.0,63.0,26.0,30.0
"Mico Layout, Stage 2, BTM Layout,Bangalore","Chinese, Momos",100.0,3.0,9.0,2.0,30.0
"MG Road, Pune",Mithai,50.0,3.0,8.0,26.0,30.0
Delhi University-GTB Nagar,"North Indian, Fast Food",150.0,3.0,29.0,11.0,30.0
"FTI College, Law College Road, Pune","Ice Cream, Desserts, Fast Food",150.0,4.0,542.0,366.0,30.0
"Dockyard Road, Mumbai CST Area",Fast Food,150.0,3.0,22.0,11.0,30.0
Mumbai Central,"Fast Food, Burger, Beverages",150.0,3.0,243.0,80.0,30.0
Delhi Cantt.,"North Indian, Chinese, Rolls",150.0,3.0,13.0,7.0,30.0
"Sector 14, Noida","North Indian, Mughlai",150.0,2.0,38.0,12.0,65.0
Delhi University-GTB Nagar,"Biryani, North Indian, South Indian, Andhra",400.0,4.0,127.0,83.0,30.0
Pune University,Cafe,200.0,3.0,5.0,3.0,30.0
Delhi University-GTB Nagar,Chinese,150.0,3.0,10.0,3.0,30.0
"D-Block, Sector 63, Noida","Pizza, Chinese",200.0,3.0,63.0,26.0,30.0
Pune University,"North Indian, Chinese, Fast Food, Pizza, Juices",200.0,3.0,109.0,55.0,45.0
"Sector 1, Noida","Asian, Biryani, North Indian, Desserts",200.0,4.0,71.0,52.0,30.0
Mumbai Central,"Italian, Pizza",400.0,3.0,77.0,12.0,65.0
"Moulali, Kolkata","Fast Food, North Eastern, Momos",100.0,3.0,63.0,26.0,30.0
Mumbai Central,"North Indian, Chinese",200.0,3.0,146.0,22.0,45.0
"Sector 63A,Gurgaon","Bakery, Fast Food",250.0,2.0,5.0,3.0,120.0
Majestic,"Ice Cream, Desserts",100.0,3.0,72.0,27.0,30.0
"Rmz Centennial, I Gate, Whitefield","North Indian, Mughlai, Chinese",150.0,3.0,206.0,85.0,45.0
"MG Road, Pune","North Indian, Chinese",250.0,3.0,365.0,206.0,30.0
"D-Block, Sector 63, Noida","Rolls, Fast Food",150.0,4.0,629.0,533.0,30.0
"Sector 14, Noida","American, Italian, Mexican",600.0,4.0,511.0,312.0,30.0
"Rmz Centennial, I Gate, Whitefield","North Indian, Chinese, Mughlai, Biryani, Beverages",250.0,3.0,37.0,15.0,30.0
Mumbai Central,"Seafood, Chinese, North Indian",150.0,3.0,63.0,26.0,45.0
"Sector 3, Marathalli","North Indian, Chinese",150.0,3.0,9.0,1.0,30.0
Delhi University-GTB Nagar,"Continental, Mexican, Italian",200.0,3.0,63.0,26.0,30.0
"FTI College, Law College Road, Pune","Fast Food, Beverages",150.0,3.0,22.0,10.0,30.0
"Dockyard Road, Mumbai CST Area","North Indian, Mughlai, Chinese",300.0,3.0,11.0,5.0,30.0
Delhi University-GTB Nagar,"American, Italian, Cafe, Salad",250.0,4.0,943.0,580.0,45.0
"Sandhurst Road, Mumbai CST Area","American, Italian, Beverages",300.0,3.0,63.0,26.0,30.0
"D-Block, Sector 63, Noida","Biryani, North Indian",200.0,3.0,63.0,26.0,30.0
"Rmz Centennial, I Gate, Whitefield",Andhra,100.0,3.0,7.0,4.0,30.0
"Moulali, Kolkata",Mishti,50.0,4.0,376.0,155.0,30.0
Delhi University-GTB Nagar,"Fast Food, Beverages",250.0,4.0,913.0,751.0,30.0
"Sector 1, Noida","Ice Cream, Beverages, Fast Food",250.0,3.0,78.0,32.0,45.0
"FTI College, Law College Road, Pune","Fast Food, South Indian",200.0,4.0,865.0,366.0,30.0
"D-Block, Sector 63, Noida","North Indian, Beverages, Street Food",200.0,3.0,33.0,14.0,30.0
"Hyderabad Public School, Begumpet","Beverages, Fast Food, Ice Cream",150.0,4.0,37.0,10.0,30.0
"MG Road, Pune","Chinese, Pizza, Fast Food",150.0,3.0,55.0,20.0,30.0
"D-Block, Sector 63, Noida","Pizza, Fast Food, Beverages",250.0,3.0,10.0,4.0,30.0
"Tiretti, Kolkata","Italian, American, Continental",450.0,4.0,3083.0,1804.0,45.0
"Panjetan Colony, Malakpet, Hyderabad",South Indian,50.0,3.0,63.0,26.0,30.0
"Delhi Administration Flats, Timarpur",Sandwich,100.0,3.0,7.0,1.0,30.0
"Mico Layout, Stage 2, BTM Layout,Bangalore","North Indian, Rolls",200.0,3.0,159.0,78.0,65.0
"Yerawada, Pune, Maharashtra","North Indian, Mughlai, Biryani",550.0,4.0,473.0,294.0,30.0
"Sector 1, Noida","Fast Food, Bakery",200.0,3.0,63.0,26.0,30.0
Mumbai Central,"Street Food, Fast Food",150.0,3.0,20.0,16.0,30.0
"Mico Layout, Stage 2, BTM Layout,Bangalore","Continental, Italian, American",300.0,4.0,611.0,320.0,45.0
"Yerawada, Pune, Maharashtra","Chinese, Fast Food",100.0,3.0,63.0,26.0,30.0
"Delhi Administration Flats, Timarpur","Cafe, Fast Food",300.0,4.0,399.0,321.0,30.0
"Chandni Chowk, Kolkata","Biryani, Bengali",100.0,3.0,1094.0,249.0,30.0
"Sandhurst Road, Mumbai CST Area",Mithai,200.0,3.0,63.0,26.0,30.0
"D-Block, Sector 63, Noida","Pizza, Fast Food",100.0,3.0,63.0,26.0,30.0
"Delhi High Court, India Gate","North Indian, South Indian, Chinese, Fast Food, Street Food, Mithai",150.0,3.0,432.0,186.0,30.0
"Dockyard Road, Mumbai CST Area",Fast Food,100.0,3.0,8.0,26.0,30.0
Delhi University-GTB Nagar,North Indian,100.0,3.0,63.0,26.0,30.0
"Sector 1, Noida",North Indian,100.0,3.0,63.0,26.0,30.0
"Tejas Nagar Colony, Wadala West, Mumbai",Street Food,50.0,3.0,63.0,26.0,30.0
"Delhi High Court, India Gate","North Indian, Mughlai",200.0,3.0,111.0,22.0,65.0
Delhi Cantt.,Healthy Food,150.0,3.0,21.0,4.0,30.0
"Laxman Vihar Industrial Area, Sector 3A, Gurgoan","North Indian, Mughlai, Chinese",400.0,3.0,321.0,197.0,65.0
"Tiretti, Kolkata",Rolls,100.0,3.0,29.0,12.0,30.0
"Sandhurst Road, Mumbai CST Area","Bakery, Desserts",100.0,3.0,7.0,4.0,45.0
"Delhi Administration Flats, Timarpur","Chinese, Fast Food",200.0,3.0,63.0,8.0,45.0
"Mico Layout, Stage 2, BTM Layout,Bangalore",Fast Food,150.0,4.0,195.0,124.0,30.0
Mumbai Central,"Mithai, Street Food",150.0,3.0,6.0,26.0,30.0
"Sector 14, Noida","Continental, Desserts, Beverages, Sandwich, Fast Food",200.0,3.0,7.0,6.0,30.0
Mumbai Central,Fast Food,100.0,2.0,5.0,2.0,30.0
"Sector 1, Noida","North Indian, Chinese",200.0,3.0,62.0,4.0,30.0
"Sector 63A,Gurgaon","Burger, Fast Food",200.0,3.0,47.0,18.0,30.0
"Laxman Vihar Industrial Area, Sector 3A, Gurgoan","Biryani, Hyderabadi, North Indian, Mughlai",100.0,2.0,9.0,6.0,30.0
"Tiretti, Kolkata",North Indian,100.0,3.0,27.0,5.0,30.0
"Babarpur, New Delhi, Delhi","American, Fast Food",200.0,3.0,312.0,63.0,30.0
Mumbai Central,"Burger, Fast Food, Desserts, Beverages",150.0,3.0,63.0,26.0,30.0
Pune University,"Italian, Continental, Salad",600.0,4.0,3837.0,2217.0,30.0
Pune University,"North Indian, South Indian, Chinese, Street Food",200.0,3.0,167.0,73.0,30.0
Mumbai Central,"Fast Food, Mughlai",100.0,3.0,116.0,66.0,45.0
"Sector 1, Noida","North Indian, Chinese, Fast Food, Salad",750.0,3.0,644.0,441.0,65.0
"Sandhurst Road, Mumbai CST Area","Fast Food, Beverages",150.0,3.0,45.0,8.0,30.0
"Dockyard Road, Mumbai CST Area",Fast Food,150.0,3.0,12.0,6.0,30.0
"Babarpur, New Delhi, Delhi",Street Food,50.0,3.0,23.0,5.0,30.0
Majestic,"Street Food, Fast Food, Beverages",100.0,4.0,185.0,60.0,45.0
"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",Desserts,100.0,3.0,5.0,3.0,45.0
"Mico Layout, Stage 2, BTM Layout,Bangalore",North Indian,150.0,3.0,63.0,26.0,30.0
"Mico Layout, Stage 2, BTM Layout,Bangalore","Street Food, Gujarati",150.0,3.0,534.0,169.0,45.0
"Babarpur, New Delhi, Delhi","North Indian, Fast Food",100.0,3.0,10.0,26.0,30.0
"FTI College, Law College Road, Pune","Desserts, Beverages",150.0,4.0,295.0,135.0,45.0
"Tejas Nagar Colony, Wadala West, Mumbai","Fast Food, Chinese",100.0,3.0,8.0,3.0,45.0
"Rmz Centennial, I Gate, Whitefield","Biryani, North Indian, Fast Food",100.0,3.0,6.0,4.0,30.0
"Sector 1, Noida","North Eastern, Momos, Fast Food, Beverages, Tibetan",100.0,2.0,4.0,3.0,30.0
"MG Road, Pune","Italian, Mexican, Salad, Beverages",200.0,3.0,63.0,26.0,30.0
"Moulali, Kolkata",Fast Food,100.0,3.0,116.0,57.0,65.0
"Mico Layout, Stage 2, BTM Layout,Bangalore","North Indian, Chinese, Fast Food",200.0,3.0,26.0,13.0,30.0
Mumbai Central,Sandwich,100.0,3.0,44.0,4.0,45.0
"Rmz Centennial, I Gate, Whitefield","Street Food, Beverages",100.0,3.0,63.0,26.0,30.0
"Mico Layout, Stage 2, BTM Layout,Bangalore",Street Food,50.0,3.0,9.0,2.0,30.0
"BTM Layout 1, Electronic City","North Indian, Mithai, Rajasthani, Desserts",200.0,4.0,4179.0,1605.0,30.0
"Delhi Administration Flats, Timarpur",Chinese,150.0,3.0,140.0,36.0,30.0
Delhi University-GTB Nagar,"North Eastern, Momos, Fast Food, Beverages, Tibetan",100.0,2.0,63.0,26.0,30.0
"Sector 1, Noida","North Indian, Chinese, Fast Food",300.0,4.0,63.0,26.0,30.0
Pune University,Fast Food,100.0,3.0,16.0,2.0,30.0
"Laxman Vihar Industrial Area, Sector 3A, Gurgoan","Mithai, North Indian, Chinese, South Indian",250.0,3.0,8.0,2.0,30.0
"Rmz Centennial, I Gate, Whitefield","Healthy Food, Salad, Mexican, Beverages",200.0,3.0,53.0,32.0,30.0
"Delhi High Court, India Gate",Momos,150.0,3.0,4.0,1.0,30.0
Delhi University-GTB Nagar,"Mexican, Italian, Continental, Desserts, Beverages",200.0,4.0,43.0,38.0,30.0
Mumbai Central,Street Food,50.0,3.0,63.0,36.0,45.0
"Rmz Centennial, I Gate, Whitefield","South Indian, Chinese, Street Food",100.0,4.0,108.0,31.0,30.0
"Delhi High Court, India Gate","Japanese, Seafood, Sushi, Poké",1100.0,4.0,1100.0,553.0,45.0
"Rmz Centennial, I Gate, Whitefield",Pizza,150.0,4.0,24.0,17.0,30.0
"Rmz Centennial, I Gate, Whitefield","North Indian, Healthy Food, Beverages",200.0,4.0,233.0,162.0,45.0
"Mico Layout, Stage 2, BTM Layout,Bangalore","Street Food, North Indian",100.0,3.0,132.0,67.0,30.0
Mumbai Central,Fast Food,200.0,3.0,30.0,18.0,30.0
"Yerawada, Pune, Maharashtra","Cafe, European, Continental, Sandwich, Salad, Healthy Food",600.0,4.0,391.0,174.0,30.0
"Sector 14, Noida","North Indian, Chinese, Biryani",200.0,3.0,63.0,26.0,30.0
"Tiretti, Kolkata","Street Food, Mithai",50.0,3.0,63.0,26.0,30.0
"MG Road, Pune","North Indian, Chinese",250.0,3.0,21.0,11.0,30.0
Delhi University-GTB Nagar,"North Indian, Chinese, Continental, Fast Food, Pizza",250.0,3.0,37.0,31.0,30.0
"Chandni Chowk, Kolkata","North Indian, Chinese, South Indian",200.0,3.0,13.0,2.0,30.0
"Delhi High Court, India Gate","North Indian, Fast Food, Biryani, Rolls, Wraps",250.0,4.0,338.0,137.0,65.0
"Sector 14, Noida","Cafe, Beverages, Bakery",200.0,4.0,343.0,256.0,45.0
"Dockyard Road, Mumbai CST Area","Malwani, Seafood",150.0,3.0,63.0,26.0,30.0
"Yerawada, Pune, Maharashtra","Rolls, Fast Food",150.0,4.0,425.0,258.0,45.0
"Panjetan Colony, Malakpet, Hyderabad","South Indian, Chinese",150.0,3.0,5.0,26.0,30.0
"Sector 1, Noida","Ice Cream, Desserts",150.0,2.0,14.0,8.0,30.0
"Sector 1, Noida",Mughlai,150.0,3.0,72.0,18.0,30.0
"Delhi High Court, India Gate",North Indian,200.0,2.0,11.0,6.0,30.0
Mumbai Central,"Fast Food, Pizza",150.0,3.0,73.0,28.0,45.0
Delhi Cantt.,"Chinese, Thai, Tibetan",350.0,4.0,646.0,291.0,45.0
"D-Block, Sector 63, Noida","Healthy Food, North Indian, Biryani, Continental, Beverages",200.0,3.0,213.0,66.0,30.0
"Sector 63A,Gurgaon",Pizza,200.0,3.0,46.0,9.0,30.0
"D-Block, Sector 63, Noida",Chinese,100.0,3.0,52.0,20.0,30.0
"D-Block, Sector 63, Noida","Wraps, Healthy Food, Sandwich, Salad",150.0,3.0,9.0,3.0,30.0
"Moulali, Kolkata","Cafe, Healthy Food",200.0,3.0,52.0,36.0,30.0
"MG Road, Pune","Cafe, Sushi, Continental, Italian",350.0,4.0,193.0,90.0,30.0
"Delhi High Court, India Gate","Mithai, Street Food",100.0,3.0,63.0,26.0,30.0
"FTI College, Law College Road, Pune","Ice Cream, Desserts",100.0,4.0,345.0,225.0,45.0
"Rmz Centennial, I Gate, Whitefield","Chinese, North Indian, Mughlai, Ice Cream",400.0,3.0,439.0,170.0,65.0
"Sector 14, Noida","North Indian, Chinese",150.0,3.0,53.0,41.0,10.0
Delhi University-GTB Nagar,"North Indian, Italian, Continental, Lebanese, Desserts, Beverages",200.0,3.0,63.0,26.0,30.0
"D-Block, Sector 63, Noida","Chinese, Momos, Sushi, Thai, Asian, Poké, Vietnamese, Japanese",300.0,4.0,580.0,342.0,45.0
"Dockyard Road, Mumbai CST Area","Japanese, Sushi",500.0,3.0,206.0,93.0,65.0
"Raja Bazar, Kolkata","North Indian, South Indian",200.0,3.0,37.0,22.0,30.0
"FTI College, Law College Road, Pune",Street Food,50.0,3.0,14.0,26.0,30.0
"Nathan Road, Mangaldas Road, Pune","Cafe, Fast Food",300.0,3.0,95.0,53.0,45.0
"Mico Layout, Stage 2, BTM Layout,Bangalore",South Indian,100.0,3.0,12.0,1.0,30.0
Majestic,"Bakery, Healthy Food, Fast Food",150.0,3.0,63.0,26.0,30.0
"Sector 14, Noida","North Indian, Mughlai, Chinese",250.0,3.0,17.0,7.0,30.0
"Delhi High Court, India Gate","Cafe, Fast Food",300.0,4.0,1349.0,972.0,65.0
"Nathan Road, Mangaldas Road, Pune","North Indian, Chinese, Mughlai",250.0,3.0,8.0,3.0,30.0
Mumbai Central,"South Indian, Chinese",150.0,3.0,98.0,51.0,30.0
"Sector 63A,Gurgaon",North Indian,200.0,3.0,13.0,4.0,30.0
"D-Block, Sector 63, Noida","Fast Food, Beverages",200.0,3.0,4.0,3.0,30.0
"Nathan Road, Mangaldas Road, Pune","Chinese, Asian",500.0,4.0,384.0,214.0,45.0
"Sector 1, Noida",Desserts,100.0,3.0,63.0,26.0,30.0
"Sandhurst Road, Mumbai CST Area","Fast Food, Desserts",150.0,3.0,6.0,26.0,30.0
"Delhi Administration Flats, Timarpur",North Indian,100.0,3.0,20.0,5.0,30.0
